ID,English,Others,Japanese
tedkanachanrest,Huh! This restaurant is still running? I thought it was out of business because the other restaurant steal all their customers. We often eat here. Luna and Ruth used to love this place.,Huh! This restaurant is still running? I thought it was out of business because the other restaurant steal all their customers. We often eat here. Luna and Ruth used to love this place.,このレストランはまだ営業していますか？他のレストランに客を奪われて潰れたのかと思った。
ryokoname,Girl :,Ryoko :,涼子：
ryokopowerbreak,"Excuse me, mister! Could you turn on the power breaker to this area? I was watching an important thing and the electricity went off.","Excuse me, mister! Could you turn on the power breaker to this area? I was watching an important thing and the electricity went off.",すみません、ミスター！ のエリアの電源ブレーカーをオンにしていただけますか?
tedryokocomment,Oh... she is watching '50 Days Anal Sex' movie. Hmm.... they both kind of look same. Could she be? Maybe she is looks different without make up.,Oh... she is watching '50 Days Anal Sex' movie. Hmm.... they both kind of look same. Could she be? Maybe she is looks different without make up.,彼女は映画「50日間のアナルセックス」を見ています。待ってください...彼女はヒロインによく似ています。
tedrebecaidcard,Wait! It's Rebecca Spencer! She never failed a single contract in her life. I wonder I'm assigned to this contract if she is here.,Wait! It's Rebecca Spencer! She never failed a single contract in her life. I wonder I'm assigned to this contract if she is here.,待って！白金るみあです！彼女は生涯で一度も契約に失敗したことはありません。彼女がここにいるなら、私はこの契約に割り当てられるのだろうか。
tedyumik1,What the... someone is having threesome right in the entryway. I wonder if that girl need one more di- wait... That's Ursula! I am not surprised to find her at this building but... It's seems she have broken up with Jack. I should ask her later if she wanna get banged by me.,What the... someone is having threesome right in the entryway. I wonder if that girl need one more di- wait... That's Ursula! I am not surprised to find her at this building but... It's seems she have broken up with Jack. I should ask her later if she wanna get banged by me.,なんと...誰かが玄関で3Pをしています。 あの娘にはもう一本チンポが必要なのだろうか…待ってください…それはゆみこです！ この建物で彼女を見つけても驚かないが…どうやら彼女はジャックと別れたらしい。
tedyumik2,"Damn, she is hot! Seeing her like this is making me horny. I wanna fuck her hard. I should contact her later.","Damn, she is hot! Seeing her like this is making me horny. I wanna fuck her hard. I should contact her later.",くそー、彼女は熱いよ！こんな彼女を見ていると興奮してきます。彼女と激しくセックスしたい。
tedyumik3,Nina is looking for her everywhere and she is here getting fucked by these dudes. I should tell her I found Ursula in 'Fuck All You Want' building.,Nina is looking for her everywhere and she is here getting fucked by these dudes. I should tell her I found Ursula in 'Fuck All You Want' building.,なびきちゃんはどこでも彼女を探しています、そしてこの女の子はここでこれらの男たちに犯されています。ゆみこを見つけたことを彼女に伝えなければなりません。
tedyumik4,"Nina is very angry with her. When they signed up for hot girls, she promised she will not engage in sexual activity but here she is. I guess some people will never change.","Nina is very angry with her. When they signed up for hot girls, she promised she will not engage in sexual activity but here she is. I guess some people will never change.",なびきちゃんは彼女にとても怒っています。彼らがセクシーな女の子に登録したとき、彼女は性的行為には従事しないと約束しましたが、ここに彼女はいます。一生変わらない人もいると思います。
tedyumik5,Oh! She is here again getting her ass fucked by these dudes. I wanna piece of that ass but she seems busy right now. I should ask her later if she is interested in anal sex.,Oh! She is here again getting her ass fucked by these dudes. I wanna piece of that ass but she seems busy right now. I should ask her later if she is interested in anal sex.,おお！彼女はまたここで男たちに尻を犯されています。私はそのお尻の一部が欲しいですが、彼女は今忙しいようです。アナルセックスに興味があるかどうか、後で彼女に聞いてみよう。
ninarectalk1,"Oh, Ted! I didn't expect to meet you here. I... umm.... work here as rental girlfriend. Huh! Don't look at me like that. This place is nothing like people have spread rumours about it. We just chat or do some fun activities like pool, karaoke or go on a dinner. Ursula works here with me.","Oh, Ted! I didn't expect to meet you here. I... umm.... work here as rental girlfriend. Huh! Don't look at me like that. This place is nothing like people have spread rumours about it. We just chat or do some fun activities like pool, karaoke or go on a dinner. Ursula works here with me.",ああ、たいちくん！ここでお会いできるとは思いませんでした。私は……あの……ここでレンタル彼女として働いています。はぁ！そんな目で私を見ないでください。この場所は人々が噂を広めたような場所ではありません。ゆみこちゃんは私と一緒にここで働いています。
ninarectalk2,Speaking of her... Have you seen her anywhere? She promised me that tonight's dinner on her but left with two of her clients. Those guys were insisting her to do sexual favours. I swear if I find out she took their offer and having sex with them I.... Uh... could you help me look for her? I will be grateful.,Speaking of her... Have you seen her anywhere? She promised me that tonight's dinner on her but left with two of her clients. Those guys were insisting her to do sexual favours. I swear if I find out she took their offer and having sex with them I.... Uh... could you help me look for her? I will be grateful.,彼女といえば…どこかで彼女を見たことがありますか？彼女は今夜のディナーを自分で食べると私に約束しましたが、顧客2人を連れて帰ってしまいました。それらの男たちは彼女に性的な行為をするよう要求していました。
ninarectalk3,If she have taken on their offer she must be somewhere they can have sex in private. You should search for her in such places. Let me know if you find her.,If she have taken on their offer she must be somewhere they can have sex in private. You should search for her in such places. Let me know if you find her.,もし彼女が彼らの申し出に応じたなら、彼女はプライベートでセックスできる場所にいるに違いない。そういう場所で彼女を探すべきだ。彼女を見つけたら知らせてください。
ninarectalk4,"That bitch! When we took this part time job together, we made a promise not be involve in any sexual activities. And now... (Sigh...) I'm gonna move out of her apartment right now but I need another place to live. Um... Ted! Is it alright if I live with you for sometime? I will pay you rent if you want.","That bitch! When we took this part time job together, we made a promise not be involve in any sexual activities. And now... (Sigh...) I'm gonna move out of her apartment right now but I need another place to live. Um... Ted! Is it alright if I live with you for sometime? I will pay you rent if you want.",あの雌犬!彼女は性的行為をしないという約束を破った。私は彼女のアパートから引っ越しするつもりだ。ええと...たいちくんしばらく一緒にいてもいい？
ninarectalk5,"You accept! Thank you very much, Ted! You are awesome. I'll grab my stuff from her apartment.","You accept! Thank you very much, Taichi! You are awesome. I'll grab my stuff from her apartment.",受け入れますよ！ありがとう、たいちくん！彼女のアパートから荷物を持ってきます。
ninarectalk6,I need to grab my stuff from Ursula's apartment. See ya!,I need to grab my stuff from Yumiko's apartment. See ya!,彼女のアパートから荷物を持ってきます。じゃあ！
ninawelcome,Oh! Hi there!,Oh! Hi there!,ああ、こんにちは！
ninanortalk1,Huh.... No! Ken didn’t have sex with me that day. He fell unconscious and dreamed about the whole thing. Do you really think I could turn into a fox? Non sense!,Huh.... No! Ken didn’t have sex with me that day. He fell unconscious and dreamed about the whole thing. Do you really think I could turn into a fox? Non sense!,けんたくんをだまして私とセックスしたと思い込ませました。
ninanortalk2,"Ted, umm.... are you in a serious relationship with Luna? Not really? Well then... uhh... nothing!","Ted, umm.... are you in a serious relationship with Luna? Not really? Well then... uhh... nothing!",つきこちゃんでは真剣な交際はしていないですよね？ああ、よかったです！
ninanortalk3,I'm no longer affiliated with Red Kats Club. Ursula and I transferred to Evergreen University an year ago. I sometimes miss our my old gang.,I'm no longer affiliated with Red Kats Club. Ursula and I transferred to Evergreen University an year ago. I sometimes miss our my old gang.,私はもう「赤猫クラブ」の一員ではありません。
ninanortalk4,"What fur? Oh, it’s nothing... I was playing with a cat a while ago. Maybe her hair got over my clothes and on the floor.","What fur? Oh, it’s nothing... I was playing with a cat a while ago. Maybe her hair got over my clothes and on the floor.",何だ？そう、少し前までこの家に猫がいました。
ninanortalk5,"Hey, don't tell anybody but... I think Ruth is in relationship with someone. I often seen her visiting karaoke with a guy. If you follow them to their booth you will hear some noises like they are having sex.","Hey, don't tell anybody but... I think Ruth is in relationship with someone. I often seen her visiting karaoke with a guy. If you follow them to their booth you will hear some noises like they are having sex.",平川さんについて考えるのはやめましょう。彼女が隣の教室で生徒に犯されているのをよく見ました。
ninanortalk6,You know what there is a classroom in college where some students have sex at night. If you get your hands on master key you should be able to interact with them.,You know what there is a classroom in college where some students have sex at night. If you get your hands on master key you should be able to interact with them.,大学に、夜にセックスする学生がいる教室があるのはご存知でしょう。エバーグリーン大学を訪れることがあれば、セキュリティ ルームにアクセスしてマスター キーを入手できます。
ninanortalk7,"Ted, do you know there is a mannequin outside of Erotic World? I think it's possessed. You should try using your banishment tools on it. I sure it will react if it's actually possessed.","Ted, do you know there is a mannequin outside of Erotic World? I think it's possessed. You should try using your banishment tools on it. I sure it will react if it's actually possessed.",エロワールドの外にマネキンがあるのをご存知ですか？取り憑かれているのだと思います。追放ツールを使用してみてください。実際に憑依されたらきっと反応してしまうでしょう。
ninanortalk81,Hehe.... Luna was complaining about her  sore butt-hole yesterday. You fucked her really hard.,Hehe.... Luna was complaining about her  sore butt-hole yesterday. You fucked her really hard.,たいちくん、私がいるのになぜ他の女の子のところに行かなければならないのですか？
ninanortalk82,I was startled when I saw Wendy for the first time. But now I used to her. She is quite friendly.,I was startled when I saw Wendy for the first time. But now I used to her. She is quite friendly.,たいちくん、かおりちゃんはどうしたのですか？最近彼女は私に対して失礼なことが多いです。
ninanortalk83,"Ted, are you playing a prank with me? The doll outside of our house. I have seen it stalking me around the city. I think it's haunted.","Ted, are you playing a prank with me? The doll outside of our house. I have seen it stalking me around the city. I think it's haunted.",家の外にある人形。街中でその人形が私をストーキングしているのを見たことがあります。
ninanortalk84,So Tess is helping you in your investigations? I know why she is doing all this. She wanted to gather information about ghosts so she could share it with her boyfriend. Do you know her robot was gifted to her by Ms. Annie?,So Tess is helping you in your investigations? I know why she is doing all this. She wanted to gather information about ghosts so she could share it with her boyfriend. Do you know her robot was gifted to her by Ms. Annie?,たつかちゃんはどうして私の秘密を知っているのでしょうか？
ninanortalk85,I went to shopping with Melanie today. We had a blast but unfortunately... I spent all of my days earning on shopping.,I went to shopping with Melanie today. We had a blast but unfortunately... I spent all of my days earning on shopping.,
ninanortalk86,Why is she here? Sabrina! Why is she messing around in your bedroom? That horny slut spoiled Ursula and made her thirsty for cocks like her. I don't like her one bit. You better stay away from her.,Why is she here? Sabrina! Why is she messing around in your bedroom? That horny slut spoiled Ursula and made her thirsty for cocks like her. I don't like her one bit. You better stay away from her.,なぜさわこがここにいるのか？ゆみこちゃんをこのように作ったのは彼女です。
ninanortalk87,"Who, Liz? She is in the basement as usual.","Who, Liz? She is in the basement as usual.",
ninanortalk88,Ahhhh.... You get rid of that ghost. I know she’s Wendy’s sister but she have complete opposite personality. Look what she have done to my arm.,Ahhhh.... You get rid of that ghost. I know she’s Wendy’s sister but she have complete opposite personality. Look what she have done to my arm.,
ninanortalk89,How was your investigation? I sure it was easy for you. I trust you.,How was your investigation? I sure it was easy for you. I trust you.,調査はどうでしたか？あなたにとっては簡単だったと思います。
ninalovetalk1,Huh.... No! Ken didn’t have sex with me that day. He fell unconscious and dreamed about the whole thing. Do you really think I could turn into a fox? Non sense!,Huh.... No! Ken didn’t have sex with me that day. He fell unconscious and dreamed about the whole thing. Do you really think I could turn into a fox? Non sense!,けんたくんをだまして私とセックスしたと思い込ませました。
ninalovetalk2,"Ted, you don't have go to Luna if you want to have anal sex... I am always ready. Just ask.","Ted, you don't have go to Luna if you want to have anal sex... I am always ready. Just ask.",たいちくん、私がいるのになぜ他の女の子のところに行かなければならないのですか？
ninalovetalk3,I'm no longer affiliated with Red Kats Club. Ursula and I transferred to Evergreen University an year ago. I sometimes miss our my old gang.,I'm no longer affiliated with Red Kats Club. Ursula and I transferred to Evergreen University an year ago. I sometimes miss our my old gang.,私はもう「赤猫クラブ」の一員ではありません。
ninalovetalk4,"What fur? Oh, it’s nothing... I was playing with a cat a while ago. Maybe her hair got over my clothes and on the floor.","What fur? Oh, it’s nothing... I was playing with a cat a while ago. Maybe her hair got over my clothes and on the floor.",何だ？そう、少し前までこの家に猫がいました。
ninalovetalk5,"You should forget about Ruth now that you got me. Besides... The other day I saw her getting railed by that guy from our college. They have been doing it for quite some time now. Don't be sad honey. Come, I will help you fix your mood.","You should forget about Ruth now that you got me. Besides... The other day I saw her getting railed by that guy from our college. They have been doing it for quite some time now. Don't be sad honey. Come, I will help you fix your mood.",平川さんについて考えるのはやめましょう。彼女が隣の教室で生徒に犯されているのをよく見ました。
ninalovetalk6,You know what there is a classroom in college where some students have sex at night. If you get your hands on master key you should be able to interact with them.,You know what there is a classroom in college where some students have sex at night. If you get your hands on master key you should be able to interact with them.,大学に、夜にセックスする学生がいる教室があるのはご存知でしょう。エバーグリーン大学を訪れることがあれば、セキュリティ ルームにアクセスしてマスター キーを入手できます。
ninalovetalk7,"Ted, do you know there is a mannequin outside of Erotic World? I think it's possessed. You should try using your banishment tools on it. I sure it will react if it's actually possessed.","Ted, do you know there is a mannequin outside of Erotic World? I think it's possessed. You should try using your banishment tools on it. I sure it will react if it's actually possessed.",エロワールドの外にマネキンがあるのをご存知ですか？取り憑かれているのだと思います。追放ツールを使用してみてください。実際に憑依されたらきっと反応してしまうでしょう。
ninalovetalk81,"Ted, honey... You fucked Luna's ass  today again? Why you have to lust after her if you have got me?","Ted, honey... You fucked Luna's ass  today again? Why you have to lust after her if you have got me?",たいちくん、私がいるのになぜ他の女の子のところに行かなければならないのですか？
ninalovetalk82,"Ted, what happened to Wendy? She is often rude to me nowadays.","Ted, what happened to Wendy? She is often rude to me nowadays.",たいちくん、かおりちゃんはどうしたのですか？最近彼女は私に対して失礼なことが多いです。
ninalovetalk83,"Ted, are you playing a prank with me? The doll outside of our house. I have seen it stalking me around the city. I think it's haunted.","Ted, are you playing a prank with me? The doll outside of our house. I have seen it stalking me around the city. I think it's haunted.",家の外にある人形。街中でその人形が私をストーキングしているのを見たことがあります。
ninalovetalk84,So Tess is helping you in your investigations? I know why she is doing all this. She wanted to gather information about ghosts so she could share it with her boyfriend. Do you know her robot was gifted to her by Ms. Annie.,So Tess is helping you in your investigations? I know why she is doing all this. She wanted to gather information about ghosts so she could share it with her boyfriend. Do you know her robot was gifted to her by Ms. Annie.,たつかちゃんはどうして私の秘密を知っているのでしょうか？
ninalovetalk85,I went to shopping with Melanie today. We had a blast but unfortunately... I spent all of my days earning on shopping.,I went to shopping with Melanie today. We had a blast but unfortunately... I spent all of my days earning on shopping.,
ninalovetalk86,Why is she here? Sabrina! Why is she messing around in your bedroom? That horny slut spoiled Ursula and made her thirsty for cocks like her. I don't like her one bit. You better stay away from her.,Why is she here? Sabrina! Why is she messing around in your bedroom? That horny slut spoiled Ursula and made her thirsty for cocks like her. I don't like her one bit. You better stay away from her.,なぜさわこがここにいるのか？ゆみこちゃんをこのように作ったのは彼女です。
ninalovetalk87,"Who, Liz? She is in the basement as usual.","Who, Liz? She is in the basement as usual.",
ninalovetalk88,Ahhhh.... You get rid of that ghost. I know she’s Wendy’s sister but she have complete opposite personality. Look what she have done to my arm.,Ahhhh.... You get rid of that ghost. I know she’s Wendy’s sister but she have complete opposite personality. Look what she have done to my arm.,
ninalovetalk89,How was your investigation? I sure it was easy for you. I trust you.,How was your investigation? I sure it was easy for you. I trust you.,調査はどうでしたか？あなたにとっては簡単だったと思います。
ninafoxtalk1,"Yes, I tricked Ken with my illusions. His gullible ass think he actually slept with me that day. Poof fellow...","Yes, I tricked Ken with my illusions. His gullible ass think he actually slept with me that day. Poof fellow...",けんたくんをだまして私とセックスしたと思い込ませました。
ninafoxtalk2,"Ted, you don't have go to Luna if you want to have anal sex... I am always ready. Just ask.","Ted, you don't have go to Luna if you want to have anal sex... I am always ready. Just ask.",たいちくん、私がいるのになぜ他の女の子のところに行かなければならないのですか？
ninafoxtalk3,You had a crush on April too? Well... she is into strong men so... I don't think you stand a chance with her.,You had a crush on April too? Well... she is into strong men so... I don't think you stand a chance with her.,あなたはあかねちゃんに憧れていました。彼女は強い男にしか興味がない。
ninafoxtalk4,I'm sorry about the fur? I shed a lot of it while transforming back to a human. I will clean it up right away.,I'm sorry about the fur? I shed a lot of it while transforming back to a human. I will clean it up right away.,人間になるとよく毛が抜けてごめんなさい。
ninafoxtalk5,"You should forget about Ruth now that you got me. Besides... The other day I saw her getting railed by that guy from our college. They have been doing it for quite some time now. Don't be sad honey. Come, I will help you fix your mood.","You should forget about Ruth now that you got me. Besides... The other day I saw her getting railed by that guy from our college. They have been doing it for quite some time now. Don't be sad honey. Come, I will help you fix your mood.",平川さんについて考えるのはやめましょう。彼女が隣の教室で生徒に犯されているのをよく見ました。
ninafoxtalk6,You know what there is a classroom in college where some students have sex at night. If ever visit Evergreen University you can access the security room and get the master key..,You know what there is a classroom in college where some students have sex at night. If ever visit Evergreen University you can access the security room and get the master key..,大学に、夜にセックスする学生がいる教室があるのはご存知でしょう。エバーグリーン大学を訪れることがあれば、セキュリティ ルームにアクセスしてマスター キーを入手できます。
ninafoxtalk7,"Ted, do you know there is a mannequin outside of Erotic World? I think it's possessed. You should try using your banishment tools on it. I sure it will react if it's actually possessed.","Ted, do you know there is a mannequin outside of Erotic World? I think it's possessed. You should try using your banishment tools on it. I sure it will react if it's actually possessed.",エロワールドの外にマネキンがあるのをご存知ですか？取り憑かれているのだと思います。追放ツールを使用してみてください。実際に憑依されたらきっと反応してしまうでしょう。
ninafoxtalk81,"Ted, honey... You fucked Luna's ass  today again? Why you have to lust after her if you have got me?","Ted, honey... You fucked Luna's ass  today again? Why you have to lust after her if you have got me?",たいちくん、私がいるのになぜ他の女の子のところに行かなければならないのですか？
ninafoxtalk81a,"Ted, is it true you kicked Luna out of the team? You are not planning to do the same to me, are you? No... you are so damn cool.","Don’t worry. Even though I have a crush on you and don’t feel the same way for me, I’m still here whenever you want me.",あなたは彼女をチームから追い出したのですか？私にも同じことをするつもりですか？
ninafoxtalk82,"Ted, what happened to Wendy? She is often rude to me nowadays.","Ted, what happened to Wendy? She is often rude to me nowadays.",たいちくん、かおりちゃんはどうしたのですか？最近彼女は私に対して失礼なことが多いです。
ninafoxtalk83,"Ted, are you playing a prank with me? The doll outside of our house. I have seen it stalking me around the city. I think it's haunted.","Ted, are you playing a prank with me? The doll outside of our house. I have seen it stalking me around the city. I think it's haunted.",家の外にある人形。街中でその人形が私をストーキングしているのを見たことがあります。
ninafoxtalk84,"Hey, why did you tell Tess about my secret? She is trying get sample of my fur to share with Ms. Annie.","Hey, why did you tell Tess about my secret? She is trying get sample of my fur to share with Ms. Annie.",たつかちゃんはどうして私の秘密を知っているのでしょうか？
ninafoxtalk85,I went to shopping with Melanie today. We had a blast but unfortunately... I spent all of my days earning on shopping.,I went to shopping with Melanie today. We had a blast but unfortunately... I spent all of my days earning on shopping.,
ninafoxtalk86,Why is she here? Sabrina! Why is she messing around in your bedroom? That horny slut spoiled Ursula and made her thirsty for cocks like her. I don't like her one bit. You better stay away from her.,Why is she here? Sawako! Why is she messing around in your bedroom? That horny slut spoiled Yumiko and made her thirsty for cocks like her. I don't like her one bit. You better stay away from her.,なぜさわこがここにいるのか？ゆみこちゃんをこのように作ったのは彼女です。
ninafoxtalk87,"Who, Liz? She is in the basement as usual.","Who, Liz? She is in the basement as usual.",
ninafoxtalk88,Ahhhh.... You get rid of that ghost. I know she’s Wendy’s sister but she have complete opposite personality. Look what she have done to my arm.,Ahhhh.... You get rid of that ghost. I know she’s Kaori’s sister but she have complete opposite personality. Look what she have done to my arm.,
ninafoxtalk89,Ask Irene to be careful with her wooden sword. She swing it at me mistaking me for a demon.,Fuck! Izumi almost find out I was a fox demon. I gotta be more careful.,いずみさんに木刀に注意するように頼みます。
ninafoxtalk90,How was your investigation? I sure it was easy for you. I trust you.,How was your investigation? I sure it was easy for you. I trust you.,調査はどうでしたか？あなたにとっては簡単だったと思います。
ninabye,See ya!,See ya!,じゃあ！
ninasextalk1,"Oh, Ted darling... I’ve wanted this all along since I first met you. Fuck me harder.","Oh, Taichi darling... I have been wanted this all along since I first met you. Fuck me harder.",初めて会った時からずっとこれが欲しかったんです。もっと激しくファックして。
ninasextalk2,Darling... don’t hesitate to cum inside me. I want you to make me pregnant. We will make so many little Teds and Ninas together.,Darling... don’t hesitate to cum inside me. I want you to make me pregnant. We will make so many little Taichi and Nabiki together.,ダーリン…遠慮せずに中出ししてください、私を妊娠させてください。
ninasextalk3,Fuck! It's so big. My pussy is hurting a bit but it's so much fun.,Fuck! It's so big. My pussy is hurting a bit but it's so much fun.,クソ、大きいですね。オマンコは少し痛いですが、とても楽しいです。
ninasextalk4,"Opss... The fur is all over your cloths. Once we are done, give me your cloths. I will wash them off.","Opss... The fur is all over your cloths. Once we are done, give me your cloths. I will wash them off.",おっと...毛皮が服に付いています。終わったら、布を渡してください。洗濯します。
ninasextalk5,"(Panting...) Ted, please keep making love with me like this. It's like my dream come true.","(Panting...) Taichi, please keep making love with me like this. It's like my dream come true.",これからもこのまま私と愛し合ってください。夢が叶ったみたいです。
ninachange,By the power of full moon.... Activate Transformation!,Change now....!,満月の力で……変身発動！
ninaoffersex,"Ted! Since the day I saw you, I have a crush on you. Do you feel the same about me? I will do anything for you. Anything! Even that you know.... Just ask.","Taichi! Since the day I saw you, I have a crush on you. Do you feel the same about me? I will do anything for you. Anything! Even that you know.... Just ask.",たいちくん!あなたに会ったその日から、私はあなたに夢中です。あなたも私について同じように感じていますか?私はあなたのために何でもします。何でも!あなたが知っていることでも....聞いてください。
ninafoxrev1,"Oh, dear! I'm terribly sorry I hide this secret from you. Please don't capture me like other spirits. I never used my abilities to hurt someone. Except for few pranks.",Hey! Do you mind? I'm changing back to my human form. Why are you looking at me like this? Wait! Are you thinking of catching me? Please don't! I don't use this form for any menacing purpose. I just sometimes prank people.,申し訳ありませんが、この秘密をあなたに隠さなければなりません。私を捕まえないでください。私はこのフォームを人々にいたずらをするためだけに使用します。
ninafoxrev2,You are fine with my fox form... Thank goodness! You are so nice Ted. I love you.,Oh! You just wanna fuck me this form. Well.... okay.,私のキツネの姿でも大丈夫ですか？あなたはとても優しいです！
lunatalkother1,"Ted, why my sister is here? She is not here to steal you away from me right? Thank goodness!","Taichi, you are fucking my sister too? You better not think of replacing me with her.",なぜ私の妹がここにいるのですか？彼女は何かを企んでいないほうがいいです。
lunatalkother2,"Wendy is such sweet soul. On top of helping you train, she helps me keeping the house clean.",You are gonna replace me with Kaori I know it. You are just waiting until you get that orb. ,かおりちゃんはとても優しい心です。トレーニングを手伝ってくれるだけでなく、家をきれいに保つのも手伝ってくれます。
lunatalkother3,"Ted, I think that dolls is possessed. When I woke up this morning it’s hand was in my crouch.","Taichi, keep that doll away from me. It always steals my collection of cum. How am I suppose to make money then?",たいちくん、人形には憑依があると思う。今朝目覚めると人形の手が私のしゃがみの中にあった。
lunatalkother4,Tess was here a while ago. She asked if we are going for another investigation tonight.,I was having a threesome with Tatsuka and Masuo. She asked if we are going on another investigation.,たつかちゃんは少し前までここにいました。 彼女は、今夜もう一度幽霊調査に行くのかと尋ねました。
lunatalkother5,Melanie did fabulous job acting as a ghost nurse. She is looking hot.,Momoko did fabulous job acting as a ghost nurse. She is looking hot.,
lunatalkother6,I was looking for Nina earlier but she wasn’t in the kitchen. There was some fur on the ground for some strange reason.,Nabiki is a fox demon. After unlocking sex with her if you ran inside the kitchen in 6 seconds you will be able to see her fox form.,先ほどなびきちゃんを探していたのですがキッチンにいませんでした、なぜか地面に毛皮が落ちていました。
lunatalkother7,I’m glad you find Liz. She is quite a help to get more view on our channel.,It’s the girl you banged during your first contract. Are you planning to do it in front of me to get me jealous?,
lunatalkother8,Wendy’s sister is quite opposite to her. I bent down to collect some dust under the table and she smacked my butt so hard.,Saori is quite dangerous spirit. She is the one who attacked you after you caught Kaori.,
lunatalkother9,"Ted, please tell Izumi not to treat me like this. She thinks I'm some kind of vile creature. She often threatens me to show me my true form before she loses her patience. I think I should stay outside of the house when you are not around.","(Crying....) Taichi, Izumi hit on the butt when I was sleeping. I hate her. Ask her not to come closer to me.",たいちくん、いずみさんに私をこのように扱わないように伝えてください。彼女は私をある種の卑劣な生き物だと思っています。
lunatalkother10,"Ted, this is wonderful! I just received call for another investigation.","Taichi, we received call for another investigation.",たいちくん、これは素晴らしいですね! ちょうど別のミッションの召集を受けました。
lunaseefox,"Ted, I just saw a fox girl going in the kitchen. Chase her before she gets away.","Taichi, Nabiki is in her fox form again. Chase her in 6 seconds or she will turn back to normal.",たいちくん、キツネの女の子がキッチンに入っていくのを見たんです。逃げる前に追いかけてください。
hauntdolldick,"It seems like it was ripped off from a doll. Even thought it is filled with soft material, it's as hard as real dick. I wonder who could make such doll.",It’s looks like it belongs to a doll. Don’t know what will happened if I bring it together.,人形から引き剥がしたような、柔らかい素材が詰まっているとはいえ、本物のチンコと同じくらい硬いです。
hauntdollonly,It's a strange doll. For some reason there is a hole on it's crouch. It looks like something attached to it was ripped off and thrown away.,It’s a doll whose penis was ripped off by Hachishakusama. I don’t where it’s lost piece might be.,それは奇妙な人形だ。なぜか足の間に穴が空いていて、何か付いていたものを引きちぎって捨てたようなのだ。
hauntdolljudytoy,I found this toy in the storage unit of someone. For some reason I had an urge to bring it back here even though I don’t want it.,"According to writing on this, it was sold by Erotic World. It’s ab ass replica of Butt Sex Poker participant Junsa Shishime.",誰かの物置からこのおもちゃを見つけたので、欲しくないのになぜかここに連れて帰りたい衝動に駆られました。
tedhauntdollsex1,Wait! Was this doll fucking this toy? Well it doesn't look like it's alive now. Hmm... I'm must be imagining things. The stress of this job is getting to me.,This doll is cool. It was fucking this toy. Maybe it spoke to me some how when I opened that storage unit. It must have requested me to bring it home.,待って!この人形はこのおもちゃを犯していましたか?そうですね、今は生きているようには見えません。うーん...私は物事を想像しているに違いありません。
tedhauntdollsex2,Luna is so scared of this doll. She often complaint this doll was within her breast whenever she wake up. She must want my attention.,Tsukiko is afraid of this thing for no reason. There will not be any animation with her. This doll will only fuck her sister and Lust.,つきこちゃんはこの人形を怖がっています。目が覚めるとこの人形が胸の間に挟まれていることがよくあったと不満を漏らしています。
tedhauntdollsex3,Damn! Why is this doll here? Luna or Wendy must trying to prank me. They are not gonna scare me that easily.,"What the.... I almost stepped on this doll. Hey, you stupid doll. If you wanna enjoy that toy it's okay but don't do anywhere you want.",くそー！この人形はここで何をしているのですか？彼らは私を怖がらせたいのですか？
sabrinadollfuck1,"Huh... Why was I asleep? Oww... my butt hurt like someone's been..... Hahh.... Ted, you naughty boy. You took advantage of my helpless ass while I was sleeping.","Ohh... where am I? Oh... yes! This doll.. It was fucking my ass before I fell asleep. Wait... it's on the floor lifeless. I must be hallucinating things. But then why my ass-hole is hurt. Taichi, did you fucked my butt while I was asleep?",ああ...どうしてお尻が痛いの?(息を呑む...)ずるいキツネめ!私が起きるまで待てなかったのね。
sabrinadollfuck2,You did it again. Please use my pussy instead of my ass. I wanna enjoy too...,Fuck! You did it again. As much as I love sex I don't prefer anal you got me. I'm not your anal sex hole like Tsukiko remember that. If you wanna fuck my vagina I'm always down for it.,またそんなことをしたね。お尻の代わりに私のマンコを使ってください。私も楽しみたい…
tedhauntdollsexsab,Didn't I put on my desk? This horny girl must have took it from there to play with it. I think I should give her taste of a real dick again.,Damn this doll is just like me. It knows what's the best hole to ram into. Wonder if it feels anything while fucking someone.,それは数分前に私の机の上にありました。このエッチな女の子はきっとそこから持ってきて遊んだに違いありません。彼女に本物のペニスを味わわせてやる。
tedhauntdollsexsac,What? Why this doll is lying around here? Hmmm.... it seems like someone was playing with it.,I can't blame this doll to try and fuck Lust. Even though she is doll it feels amazing inside her. It stopped fucking her when I came out. It must be very shy.,何？なぜこの人形がここに転がっているのですか？うーん...誰かがそれで遊んでいたような気がします。
irenewelcome,"Ah! Ted, I'm happy to see you are alright.","Taichi, I'm happy to help you.",ああ！たいちくん、元気そうで嬉しいです。
irenenortalk1,I'm okay. I gotta keep an eye on this ghost. Don't know when she will show her true self but once she does... My sword will take care of it.,I'm jealous that she will be your wife according to LAGS's script. Because of her plot armour my sword doesn't work on her.,大丈夫。この幽霊から目を離さないと。彼女がいつ本当の姿を現すか分からないが、一度現れたら…私の剣が彼女を倒すだろう。
irenenortalk2,Do you know where I can get more of that honey burger? It replenishes my energy so I can fight longer.,After eating the honey burger I have gained so much energy I can kill another ghost.,そのハニーバーガーをどこでもっと手に入れることができるか知っていますか？それは私のエネルギーを補充するので、より長く戦うことができます。
